OTU ID	SRR6286327	SRR6286328	SRR6286329	SRR6286330	SRR6286331	SRR6286332	SRR6286333	SRR6286334	SRR6286335	SRR6286336	SRR6286337	SRR6286338	SRR6286339	SRR6286340	SRR6286341	SRR6286342	SRR6286343	SRR6286344	SRR6286345	SRR6286346	SRR6286347	SRR6286348	SRR6286349	SRR6286350
Asv1	844	1048	615	171	201	926	110	719	919	982	545	1143	1005	752	147	160	110	90	1179	88	1260	1408	1212	1042
Asv10	597	684	402	318	354	570	104	446	527	507	326	636	603	439	271	278	85	84	712	99	742	855	779	617
Asv100	210	150	88	58	76	230	51	199	309	153	122	163	260	116	39	60	64	68	238	42	144	447	145	301
Asv1000	58	80	49	31	13	66	9	55	64	63	28	68	82	40	14	14	4	5	69	5	66	100	84	92
Asv1001	75	0	0	1	0	54	0	30	48	1	18	0	64	2	0	2	1	1	1	0	1	156	0	77
Asv1002	53	12	9	7	3	65	0	45	55	11	41	12	66	14	0	0	1	0	12	1	16	86	16	50
Asv1003	0	0	0	46	44	1	72	4	5	1	1	2	2	0	25	26	106	95	2	64	0	0	1	1
Asv1004	0	4	8	50	58	0	34	0	3	8	1	11	1	11	52	45	64	63	23	28	6	0	7	1
Asv1005	16	6	3	69	77	14	53	9	8	3	4	2	0	3	57	59	27	35	5	42	3	19	7	12
Asv1006	24	31	19	0	1	21	0	37	37	22	19	33	28	21	0	0	0	0	28	1	48	43	51	32
Asv1007	48	13	7	7	3	46	1	35	70	9	26	14	48	11	3	5	0	0	10	1	14	80	15	42
Asv1008	2	0	0	46	63	0	114	2	6	1	0	0	1	0	15	29	77	70	2	71	0	4	0	2
Asv1009	56	7	12	2	4	55	2	23	55	18	42	15	58	6	0	0	0	2	12	2	10	81	12	67
Asv101	210	194	125	60	70	279	18	188	261	217	165	199	324	106	69	62	37	32	234	26	196	488	186	404
Asv1010	13	48	22	22	20	24	32	19	26	15	12	32	29	13	10	15	17	14	19	28	41	16	39	5
Asv1011	0	1	1	60	59	0	95	2	1	0	1	0	1	1	49	23	70	63	2	74	1	0	0	0
Asv1012	45	31	12	5	3	39	1	10	16	17	9	24	15	15	2	8	0	2	32	1	40	78	39	44
Asv1013	27	45	13	0	0	36	0	21	34	20	17	35	27	25	1	0	0	0	28	0	44	38	46	32
Asv1014	66	21	12	12	16	40	8	32	28	25	18	20	38	29	14	8	9	9	28	9	28	66	28	51
Asv1015	2	43	21	37	31	1	22	3	1	24	3	37	2	22	22	22	31	33	33	26	40	5	32	4
Asv1016	4	44	25	0	2	2	0	3	5	55	5	84	4	64	1	2	0	0	86	1	50	2	60	2
Asv1017	28	37	13	2	4	48	0	12	32	21	10	21	17	23	0	3	0	0	51	0	36	86	37	61
Asv1018	18	49	18	2	0	29	1	5	15	40	6	39	13	37	0	1	0	0	76	0	53	32	51	24
Asv1019	35	10	6	0	0	19	0	44	38	45	40	43	31	40	0	0	0	0	72	0	16	48	8	32
Asv102	268	251	181	39	51	282	15	195	272	152	164	255	282	164	14	16	4	8	233	17	304	328	295	210
Asv1020	32	12	11	10	7	35	8	25	43	12	20	18	38	10	3	8	9	10	24	2	14	61	13	45
Asv1021	12	3	4	77	69	10	34	6	7	4	2	1	10	7	49	56	26	44	6	36	10	16	13	14
Asv1022	0	0	0	12	25	0	161	0	1	0	0	1	0	1	10	11	64	88	0	143	0	0	0	0
Asv1023	1	93	34	8	6	3	8	0	1	78	1	87	4	47	6	6	6	7	84	2	82	1	90	2
Asv1024	17	128	61	2	1	38	1	14	22	116	15	120	36	104	3	2	1	3	165	3	154	63	155	52
Asv1025	31	27	14	4	1	17	0	9	22	33	9	27	17	19	2	2	1	1	60	1	54	49	30	44
Asv1026	0	0	0	92	81	0	81	0	0	0	0	0	0	0	46	41	37	57	0	54	0	0	0	0
Asv1027	0	0	0	87	85	1	20	0	0	2	0	2	1	0	69	105	43	33	0	27	0	1	0	0
Asv1028	25	38	17	17	16	27	7	14	24	31	17	29	15	23	2	5	3	10	44	2	60	38	36	25
Asv1029	0	0	1	45	53	1	62	3	4	1	0	0	2	1	24	23	92	73	5	55	0	4	0	4
Asv103	179	192	132	125	143	183	64	126	180	180	118	159	180	161	72	103	75	104	258	85	236	388	207	228
Asv1030	1	51	22	0	0	5	2	2	1	73	2	77	3	50	0	0	0	1	100	0	44	3	43	2
Asv1031	46	17	8	3	1	49	0	47	39	6	31	12	45	8	4	0	0	1	12	1	15	89	13	61
Asv1032	20	36	18	18	12	25	9	10	16	19	9	50	20	26	10	7	2	6	32	9	51	22	57	19
Asv1033	10	73	33	1	4	13	1	15	17	39	7	51	15	37	5	3	2	1	48	3	83	23	69	9
Asv1034	21	37	21	2	5	10	0	12	9	35	7	68	16	32	2	2	0	2	63	0	55	21	46	18
Asv1035	49	20	1	2	5	53	0	37	41	9	28	14	52	9	2	2	1	2	13	1	16	83	8	51
Asv1036	15	42	13	11	7	27	15	36	23	7	18	31	26	29	4	4	6	8	23	17	50	32	39	14
Asv1037	3	49	22	1	1	0	0	0	3	52	2	69	7	48	0	0	1	2	88	4	47	2	53	3
Asv1038	46	9	4	0	0	63	0	40	64	3	27	9	59	2	0	0	0	1	9	0	9	109	4	38
Asv1039	0	26	22	0	1	0	0	0	0	65	0	90	0	53	0	0	0	3	105	2	46	0	29	0
Asv104	232	192	98	41	29	323	30	288	353	86	203	146	395	109	10	11	20	13	106	18	227	413	229	258
Asv1040	35	29	7	1	3	28	1	20	23	25	15	24	27	20	0	3	0	0	25	0	22	91	41	58
Asv1041	13	103	52	27	24	23	21	10	19	57	9	73	16	65	18	9	11	10	59	24	132	17	117	25
Asv1042	51	4	3	1	1	43	0	54	57	6	29	6	69	8	0	0	1	0	11	0	9	62	5	55
Asv1043	0	0	0	82	78	0	70	0	0	0	0	1	0	0	47	59	54	56	0	46	0	0	0	0
Asv1044	38	33	18	8	8	21	1	9	17	20	7	24	24	23	6	1	0	1	39	3	53	69	31	58
Asv1045	0	38	19	23	39	1	21	2	2	28	0	29	2	27	29	24	18	36	40	21	31	2	50	1
Asv1046	1	18	13	69	72	1	46	3	4	9	0	11	3	9	29	24	25	29	15	40	25	2	25	1
Asv1047	46	14	7	0	3	52	1	40	46	14	28	17	48	5	1	0	0	1	23	1	13	96	15	65
Asv1048	42	26	9	17	20	45	11	32	26	15	13	27	32	20	5	3	10	11	20	10	35	71	33	33
Asv1049	1	51	18	12	13	0	9	1	1	48	0	45	0	33	9	6	5	4	70	9	63	5	50	2
Asv105	155	253	117	18	13	210	7	222	225	224	120	215	238	136	11	16	12	14	303	12	240	421	256	222
Asv1050	42	36	15	5	4	45	0	7	16	14	8	23	12	21	8	2	0	3	40	3	29	76	40	41
Asv1051	44	12	5	1	1	69	0	53	88	4	42	3	74	3	0	2	1	0	4	2	3	96	5	36
Asv1052	0	1	0	59	50	0	71	0	2	0	0	0	1	0	46	36	66	61	1	56	3	0	0	0
Asv1053	0	37	17	1	0	0	1	0	0	51	0	103	0	62	0	0	2	1	89	1	59	0	32	0
Asv1054	33	19	21	3	0	24	0	13	32	21	7	25	29	28	2	2	0	0	37	0	44	52	34	45
Asv1055	15	31	12	0	0	18	0	21	33	63	14	37	33	29	0	0	1	0	62	0	34	20	21	20
Asv1056	4	53	24	1	3	14	7	9	6	36	9	47	11	27	2	3	2	0	39	1	52	16	68	10
Asv1057	24	36	26	1	3	14	1	6	16	28	5	42	13	35	3	0	1	1	51	0	50	26	37	16
Asv1058	2	83	27	4	5	9	1	8	12	49	7	46	8	41	8	8	0	1	58	0	84	20	54	11
Asv1059	5	38	25	0	0	6	0	7	12	48	4	56	11	45	0	0	0	0	88	0	51	31	36	18
Asv106	206	133	66	215	242	213	96	127	193	89	121	106	188	106	133	134	99	85	155	72	152	386	181	244
Asv1060	22	38	21	0	0	27	0	24	19	24	8	21	24	15	0	0	0	3	37	0	43	43	42	17
Asv1061	1	1	0	50	50	0	59	0	1	4	2	1	1	0	68	33	58	71	3	50	0	2	3	0
Asv1062	0	35	21	2	2	0	0	0	0	69	0	100	0	66	0	0	2	0	75	0	57	0	23	0
Asv1063	1	27	9	61	65	2	51	0	3	9	0	7	1	7	28	23	37	38	21	34	19	8	27	3
Asv1064	16	55	25	1	0	22	0	7	19	43	4	44	15	21	2	0	2	0	53	0	61	33	37	26
Asv1065	0	0	0	46	46	0	70	1	3	2	0	1	1	0	73	52	83	74	3	66	1	0	0	0
Asv1066	1	69	27	1	1	1	4	2	3	50	0	41	3	44	3	7	0	6	69	1	53	2	66	1
Asv1067	81	1	0	1	0	67	2	35	44	0	18	1	47	2	0	0	0	0	3	0	0	105	0	62
Asv1068	33	29	18	1	0	9	0	12	21	26	7	28	28	20	0	0	0	0	50	1	43	58	26	54
Asv1069	6	36	18	24	24	8	2	9	7	32	5	31	3	35	5	13	11	5	61	7	39	25	45	11
Asv107	185	281	153	26	25	230	6	217	254	245	146	190	265	128	25	32	13	14	260	4	248	347	238	296
Asv1070	3	37	32	16	9	0	5	1	3	41	1	52	0	37	7	5	7	0	48	8	56	0	65	0
Asv1071	2	38	18	42	39	1	21	3	2	18	1	26	1	21	23	30	17	24	41	23	52	5	45	3
Asv1072	41	14	8	0	0	28	0	25	45	30	40	53	28	26	0	0	0	0	53	0	13	44	13	15
Asv1073	42	29	25	1	3	30	2	15	33	19	13	23	23	24	2	2	1	0	22	0	24	64	37	42
Asv1074	2	43	23	1	1	3	2	3	5	70	4	66	5	51	1	1	1	0	79	1	43	3	47	5
Asv1075	23	47	25	15	15	27	17	34	45	40	11	47	38	31	11	5	9	5	29	10	59	47	48	28
Asv1076	9	54	31	3	5	13	1	11	14	44	6	60	8	33	2	3	1	2	69	2	56	17	67	10
Asv1077	55	0	0	0	0	36	0	73	57	0	29	0	64	1	0	0	0	0	0	0	0	61	0	48
Asv1078	7	10	12	42	64	7	60	5	4	6	9	12	10	6	15	22	24	25	14	55	21	6	24	5
Asv1079	8	82	54	2	4	6	2	5	10	106	4	124	6	98	0	1	5	3	175	4	95	15	104	6
Asv108	11	2	1	3	3	6	7	323	1045	145	424	189	791	133	5	2	28	9	212	11	7	19	3	14
Asv1080	4	33	18	35	35	9	10	2	7	37	6	34	8	24	38	34	7	12	45	11	33	13	38	8
Asv1081	0	1	2	32	21	0	55	0	0	9	0	14	0	7	35	44	55	70	7	62	4	0	3	0
Asv1082	0	42	20	0	2	0	0	0	0	63	0	79	0	52	0	0	0	1	114	0	43	0	30	0
Asv1083	38	3	6	0	0	66	0	58	68	4	29	4	53	5	0	0	0	1	6	1	10	106	6	33
Asv1084	0	67	35	4	2	0	4	1	2	46	1	62	0	42	5	4	1	2	56	2	60	3	58	0
Asv1085	3	15	3	30	44	5	45	9	10	12	5	13	9	8	27	25	33	41	23	37	17	6	21	7
Asv1086	37	32	15	6	2	40	2	27	31	20	9	24	27	24	1	2	0	0	20	2	27	49	35	25
Asv1087	7	38	28	10	18	8	6	1	5	27	2	32	3	24	9	10	8	4	70	4	65	16	64	6
Asv1088	36	4	1	2	1	33	6	57	44	12	25	5	66	1	2	2	5	4	8	2	8	76	3	55
Asv1089	38	4	5	4	3	30	1	53	70	2	25	1	54	3	1	2	3	0	3	0	2	85	6	58
Asv109	168	227	102	21	18	222	12	172	269	165	86	205	237	161	12	16	14	15	255	6	270	331	286	233
Asv1090	0	28	19	0	1	0	0	0	0	74	0	93	0	47	0	0	2	0	124	0	24	0	20	0
Asv1091	7	48	26	0	0	11	0	4	11	39	5	54	7	36	0	0	0	0	52	0	70	14	34	6
Asv1092	9	34	18	34	35	8	16	5	9	26	6	40	6	25	26	26	10	9	34	15	40	8	33	6
Asv1093	11	7	4	50	57	14	27	4	8	1	4	8	10	7	72	58	27	44	4	36	8	11	6	11
Asv1094	82	8	2	2	3	49	2	36	44	4	20	16	44	5	6	1	0	2	13	0	9	91	8	41
Asv1095	23	42	16	1	1	23	0	13	15	35	4	53	8	23	0	0	0	1	43	0	35	25	45	22
Asv1096	19	9	3	64	49	8	33	2	6	3	5	5	9	5	67	65	36	29	3	34	4	10	7	13
Asv1097	1	18	8	40	61	3	40	1	3	11	1	14	0	9	28	48	24	39	16	26	19	4	20	2
Asv1098	0	30	7	68	74	1	52	1	0	10	0	19	6	10	17	29	17	11	15	49	28	0	27	2
Asv1099	27	25	17	5	1	23	1	11	14	18	8	10	14	17	8	8	3	0	26	0	44	73	29	48
Asv11	451	657	384	104	116	529	53	501	608	665	303	701	646	433	88	104	80	80	790	78	680	888	675	646
Asv110	215	244	130	39	36	211	21	174	219	155	134	239	221	172	30	26	18	26	191	22	265	250	242	176
Asv1100	10	41	18	38	53	11	18	2	8	19	6	36	10	21	16	9	9	17	32	15	34	12	39	7
Asv1101	15	60	37	4	9	8	2	6	4	48	8	70	10	30	4	5	1	0	65	5	48	12	74	9
Asv1102	11	20	20	3	4	11	0	3	10	45	4	37	12	25	2	1	2	3	80	1	52	27	36	18
Asv1103	3	0	0	42	42	4	77	1	3	1	0	0	1	0	25	20	83	88	1	57	0	1	1	1
Asv1104	5	54	39	4	4	8	1	8	10	52	8	44	5	24	3	4	0	1	67	0	52	20	53	8
Asv1105	9	33	11	21	27	16	30	26	15	8	8	35	29	19	8	12	9	10	24	29	36	18	46	11
Asv1106	48	14	9	5	2	41	0	35	41	15	31	7	47	11	1	1	0	1	10	0	10	73	6	49
Asv1107	0	2	0	1	2	0	19	5	5	98	1	59	4	36	1	1	15	18	99	21	7	0	0	0
Asv1108	2	1	1	25	23	5	86	8	12	3	8	5	15	3	6	21	66	76	8	60	1	12	4	11
Asv1109	0	2	0	4	2	0	17	2	4	85	2	70	6	54	0	2	12	18	99	25	3	0	1	1
Asv111	180	147	82	66	56	205	38	190	290	124	127	148	257	127	38	54	43	80	233	35	162	426	133	247
Asv1110	6	34	18	26	40	10	28	17	23	6	13	23	19	19	11	5	10	10	29	24	36	28	40	11
Asv1111	0	1	0	27	23	0	97	0	1	3	1	3	2	4	14	19	59	69	4	145	1	0	0	0
Asv1112	0	0	1	62	71	0	22	0	1	0	0	1	0	0	60	80	46	48	1	29	0	2	0	2
Asv1113	6	34	11	29	27	15	34	19	22	11	13	25	29	15	13	9	19	18	22	38	28	18	29	14
Asv1114	53	3	1	0	0	41	0	33	37	2	11	1	36	1	1	1	0	0	3	0	0	126	2	74
Asv1115	11	47	17	0	0	9	0	6	13	28	2	54	6	49	0	0	0	0	64	0	39	15	40	8
Asv1116	0	5	2	27	29	0	77	9	12	3	4	5	7	6	26	23	73	64	8	75	0	0	7	0
Asv1117	0	1	1	42	50	0	43	3	1	4	0	2	1	2	45	44	73	86	3	45	4	0	4	0
Asv1118	3	0	2	24	24	7	90	11	7	2	7	6	17	1	10	12	49	60	8	72	1	8	4	5
Asv1119	57	0	0	0	0	34	0	36	42	1	18	1	56	0	1	0	0	0	0	0	0	114	1	54
Asv112	271	193	101	67	79	284	31	187	274	153	153	217	285	114	37	42	15	19	174	28	203	328	208	284
Asv1120	43	21	15	3	1	28	3	24	27	27	9	23	20	15	11	10	1	3	36	2	17	42	23	45
Asv1121	38	11	12	1	4	30	0	30	45	6	30	11	51	3	1	1	2	0	10	0	13	86	8	45
Asv1122	19	30	16	1	0	28	0	21	31	11	11	28	21	22	0	0	0	0	45	0	40	40	39	37
Asv1123	13	40	28	0	0	19	0	13	8	40	5	26	12	28	1	0	1	1	47	0	52	36	45	29
Asv1124	7	32	22	15	20	4	8	4	5	27	1	40	5	28	12	9	10	3	42	7	44	22	46	5
Asv1125	7	36	21	18	11	13	7	6	9	31	2	30	7	33	19	20	6	8	65	7	42	37	40	28
Asv1126	0	2	0	60	55	0	77	0	2	1	0	2	1	1	51	38	54	55	2	64	0	1	0	2
Asv1127	0	57	35	1	0	0	1	0	0	128	0	144	0	78	0	0	0	1	167	0	64	0	41	0
Asv1128	0	0	0	16	13	0	88	0	0	1	0	0	0	0	29	5	89	113	0	113	0	0	0	0
Asv1129	29	27	12	10	9	29	5	20	25	13	10	13	22	19	5	3	4	8	17	5	21	31	27	28
Asv113	224	218	133	33	35	276	11	204	232	176	145	222	276	137	19	28	12	13	223	10	251	369	256	260
Asv1130	0	15	9	67	75	1	62	2	6	4	3	14	1	9	14	13	21	18	14	35	16	3	15	0
Asv1131	12	22	23	0	0	4	0	2	10	49	5	45	7	43	0	0	0	0	82	0	42	18	37	15
Asv1132	8	27	13	37	30	4	18	5	10	31	6	32	10	17	17	14	4	5	35	8	43	17	32	8
Asv1133	7	44	9	18	16	7	6	6	6	15	3	39	5	38	2	6	4	3	34	7	47	11	45	7
Asv1134	9	34	14	22	39	7	32	17	27	14	6	17	23	20	11	8	15	14	15	20	38	22	28	9
Asv1135	3	15	3	39	53	4	52	6	6	5	2	16	7	11	34	27	27	38	11	34	15	5	15	4
Asv1136	0	0	0	88	56	0	75	0	0	0	0	0	0	0	29	43	48	38	0	64	0	0	0	0
Asv1137	11	27	18	2	3	7	0	13	11	32	8	47	19	28	1	1	0	1	50	0	48	21	37	13
Asv1138	33	16	12	6	5	53	1	14	34	18	18	16	46	12	3	1	1	1	20	0	22	58	18	29
Asv1139	0	0	0	1	1	0	1	33	133	20	28	19	94	18	0	1	2	3	37	3	1	2	0	1
Asv114	174	158	115	144	141	154	68	118	185	123	104	186	140	140	67	84	66	70	212	82	239	308	211	166
Asv1140	22	29	1	22	17	28	12	33	30	12	23	23	29	9	9	11	10	8	9	16	16	36	21	19
Asv1141	6	39	21	24	21	13	8	2	6	25	5	52	7	32	8	9	4	1	42	4	55	23	55	13
Asv1142	3	14	5	24	39	0	52	7	3	12	3	18	7	8	26	28	31	52	14	37	12	9	16	9
Asv1143	0	3	2	32	30	0	53	3	10	7	3	4	7	9	34	31	65	72	9	45	5	1	2	1
Asv1144	3	37	20	15	21	10	21	23	18	12	14	19	26	13	20	8	17	17	31	16	34	18	45	9
Asv1145	0	57	20	3	1	0	5	1	1	39	1	52	1	42	7	1	1	6	63	1	44	2	53	0
Asv1146	16	26	18	13	13	19	4	10	19	25	10	29	14	27	6	7	2	1	30	4	50	39	27	31
Asv1147	0	37	19	0	0	0	1	0	0	52	0	77	0	35	0	1	0	0	86	0	35	0	34	0
Asv1148	28	31	12	0	2	18	1	25	26	28	12	24	32	17	0	3	1	0	29	0	47	41	31	23
Asv1149	7	52	19	16	11	5	10	4	7	25	7	31	5	25	3	8	4	6	39	3	42	11	67	5
Asv115	1	9	6	513	564	0	627	18	22	16	11	17	37	14	543	491	431	439	19	604	20	0	10	1
Asv1150	18	23	17	10	11	22	2	13	15	27	4	29	13	14	10	2	6	4	50	3	42	24	32	19
Asv1151	30	31	14	3	4	45	2	19	24	31	9	31	35	5	0	1	0	0	34	1	28	44	32	39
Asv1152	3	77	47	22	13	0	12	0	0	63	0	74	0	45	18	6	5	13	85	13	89	6	95	0
Asv1153	14	16	13	30	33	19	7	8	21	3	11	12	11	10	34	32	14	14	18	5	15	23	12	11
Asv1154	14	5	1	56	46	7	25	4	3	3	6	8	7	2	48	62	34	33	4	35	3	11	4	15
Asv1155	27	17	11	4	0	11	0	7	16	34	6	26	22	20	1	1	0	1	34	0	32	46	24	42
Asv1156	0	31	10	24	14	3	17	0	5	25	0	45	1	24	21	17	18	27	29	27	28	4	35	1
Asv1157	22	36	20	0	0	13	1	12	18	37	6	25	11	22	0	0	2	0	52	0	31	13	30	17
Asv1158	0	0	0	41	47	0	61	4	2	1	2	1	2	0	24	31	82	86	2	45	1	4	0	1
Asv1159	10	39	12	0	0	26	0	13	26	12	11	24	22	21	1	1	0	0	28	0	38	41	38	27
Asv116	251	171	90	71	61	271	23	207	309	164	160	189	278	96	34	38	27	29	176	21	191	401	208	228
Asv1160	7	26	12	23	29	11	18	10	21	17	9	29	19	16	10	8	15	15	21	18	28	24	37	10
Asv1161	18	25	18	3	1	17	1	10	13	30	10	40	14	31	0	0	0	1	61	2	53	21	24	12
Asv1162	0	10	2	42	49	0	46	0	0	2	0	3	0	1	32	28	54	55	8	53	4	0	6	1
Asv1163	0	1	0	24	30	0	75	0	5	2	0	8	1	2	17	16	51	66	1	95	0	0	0	1
Asv1164	0	43	23	29	26	0	24	1	1	16	0	28	3	30	6	15	11	14	42	22	28	1	29	2
Asv1165	0	0	1	18	23	0	70	1	1	2	1	6	4	1	23	31	74	78	3	91	0	0	1	2
Asv1166	27	13	6	1	3	36	0	22	32	12	24	10	23	11	0	0	1	0	20	1	10	69	23	36
Asv1167	15	10	4	52	37	7	27	1	3	5	3	4	9	5	37	64	40	42	6	20	3	13	3	9
Asv1168	47	18	16	8	15	30	5	21	33	16	10	17	26	9	7	6	10	10	17	11	21	66	23	51
Asv1169	0	4	3	50	56	0	56	0	0	6	1	3	1	1	25	23	64	38	5	45	4	1	2	0
Asv117	194	171	108	44	39	168	34	125	209	182	98	257	225	225	35	30	34	39	247	42	226	277	230	191
Asv1170	48	25	15	2	2	17	0	8	20	16	6	22	14	14	2	2	0	0	20	3	30	53	34	35
Asv1171	4	56	32	5	4	13	0	10	6	55	5	50	17	22	1	7	0	1	63	0	45	18	48	8
Asv1172	35	8	5	0	0	12	0	26	35	39	13	43	21	25	0	0	0	0	68	0	16	32	10	14
Asv1173	1	13	9	49	54	1	36	0	2	13	0	21	5	12	26	13	28	30	6	45	16	1	27	0
Asv1174	7	35	13	9	15	18	3	11	11	16	7	24	12	26	6	5	4	4	28	4	41	14	61	14
Asv1175	12	32	22	0	0	8	0	7	7	31	5	42	8	42	0	0	0	0	54	0	51	13	37	7
Asv1176	10	30	23	0	0	6	0	9	3	30	6	49	17	41	0	0	0	0	49	0	41	13	29	5
Asv1177	0	0	0	15	7	0	78	0	2	0	0	1	0	0	11	10	75	90	1	108	1	0	0	0
Asv1178	0	7	2	40	55	0	51	1	2	1	2	3	6	4	30	22	32	41	4	58	4	0	4	0
Asv1179	12	23	22	2	2	3	4	3	2	46	5	38	3	43	5	2	4	5	61	2	51	3	37	6
Asv118	195	180	90	31	13	297	27	310	367	129	164	140	339	96	10	16	15	18	139	23	173	421	166	255
Asv1180	16	29	16	9	12	27	4	19	25	13	12	24	26	19	1	2	3	6	16	11	39	15	31	11
Asv1181	28	0	0	0	0	42	0	46	64	1	32	0	57	1	0	0	0	0	0	0	0	66	0	48
Asv1182	2	2	0	1	3	0	5	33	106	13	53	27	108	16	1	0	3	4	34	3	6	1	1	2
Asv1183	1	34	18	17	29	0	22	2	1	17	1	32	0	24	11	15	12	14	38	22	38	1	31	2
Asv1184	39	5	6	1	0	39	0	41	52	6	21	4	49	2	0	0	0	0	9	0	12	58	5	52
Asv1185	5	2	6	49	38	7	34	7	3	6	2	2	5	5	53	54	32	50	0	25	4	12	11	9
Asv1186	9	8	3	48	54	5	22	3	3	1	3	7	4	1	68	50	42	31	5	23	5	19	3	7
Asv1187	1	21	8	25	40	2	40	8	11	8	3	17	14	10	25	19	19	30	10	36	16	6	16	5
Asv1188	15	4	2	61	54	5	31	4	1	3	1	5	7	3	57	46	36	24	8	24	1	12	7	6
Asv1189	0	0	0	35	30	0	67	0	0	0	0	0	0	0	33	32	51	63	1	81	0	0	0	0
Asv119	244	200	99	68	81	264	30	197	253	119	174	202	288	129	43	35	28	15	179	33	230	333	195	263
Asv1190	15	20	17	3	2	21	0	16	17	24	4	24	22	10	1	4	0	0	40	0	36	43	21	60
Asv1191	3	50	24	3	3	8	2	4	13	37	5	28	12	24	2	2	1	2	43	0	52	8	43	7
Asv1192	0	0	0	87	55	0	69	0	0	0	0	0	0	0	32	41	46	42	0	62	0	0	0	0
Asv1193	1	44	24	11	11	1	6	1	2	26	0	35	0	33	6	1	3	4	44	4	60	2	61	0
Asv1194	15	18	8	11	11	15	13	17	24	15	16	13	27	10	5	10	10	9	14	13	11	36	16	20
Asv1195	6	27	9	14	25	12	26	13	10	10	12	22	15	25	7	9	15	13	14	28	41	16	41	7
Asv1196	0	2	1	3	3	0	7	1	4	67	0	50	3	47	1	2	21	34	130	10	6	0	1	0
Asv1197	5	13	4	30	30	0	32	7	8	8	1	11	6	12	23	28	38	41	17	25	21	10	14	2
Asv1198	7	40	12	26	16	11	3	1	6	28	6	35	5	26	8	7	3	9	43	6	40	26	57	20
Asv1199	0	1	0	4	2	0	12	2	2	65	3	67	3	33	0	2	17	16	93	18	2	0	0	0
Asv12	519	695	364	138	116	579	63	507	654	592	368	730	647	473	75	75	56	51	696	80	697	819	749	554
Asv120	201	207	139	28	37	229	13	196	236	162	149	193	228	121	17	20	9	11	189	10	261	323	239	243
Asv1200	0	27	14	0	0	0	0	0	0	75	0	71	0	41	0	0	0	0	98	1	35	0	24	0
Asv1201	10	36	13	28	32	5	10	3	6	18	2	33	4	16	20	18	6	9	31	9	39	12	30	13
Asv1202	51	17	11	1	5	41	1	10	24	12	12	23	17	20	1	2	2	0	20	0	30	51	42	21
Asv1203	19	15	7	0	0	14	0	19	33	36	21	40	21	19	0	0	0	0	59	0	16	45	15	26
Asv1204	23	15	4	0	0	19	0	20	37	31	19	36	30	20	0	0	0	0	60	0	11	30	14	22
Asv1205	0	0	0	31	31	0	55	0	0	2	0	2	0	2	36	44	51	61	0	54	1	0	0	0
Asv1206	6	21	26	32	42	4	9	4	3	23	2	27	3	17	15	24	3	14	33	6	26	11	36	11
Asv1207	12	39	8	12	12	11	6	7	12	15	12	27	16	33	6	2	3	3	29	4	44	19	39	9
Asv1208	44	0	0	0	0	58	0	26	46	0	18	0	42	3	0	0	0	0	1	0	1	114	0	52
Asv1209	8	33	23	16	18	12	2	6	2	31	6	37	5	27	9	7	7	3	32	4	36	25	49	15
Asv121	139	223	110	16	24	175	7	168	254	206	91	196	208	146	11	7	10	17	260	12	245	374	252	228
Asv1210	7	26	22	0	0	8	0	5	5	23	3	63	6	29	0	0	0	0	50	0	54	11	40	8
Asv1211	44	8	2	2	0	54	0	28	40	7	26	3	51	5	1	0	0	0	8	0	8	87	2	56
Asv1212	38	0	0	0	0	43	0	21	46	1	17	1	46	0	0	0	0	0	0	0	0	99	0	50
Asv1213	4	47	25	15	5	0	4	0	2	35	0	36	2	25	9	13	3	11	63	4	43	1	53	2
Asv1214	13	22	14	2	1	9	1	2	11	34	5	34	14	35	0	2	1	1	50	0	53	22	32	15
Asv1215	0	0	0	34	48	0	77	0	0	1	0	0	0	0	21	18	42	58	1	88	0	0	0	0
Asv1216	9	22	18	1	0	6	2	9	11	32	6	42	11	21	4	3	0	0	80	1	46	30	22	18
Asv1217	0	0	0	5	4	1	15	3	6	58	3	74	7	51	0	2	7	11	99	26	3	0	0	0
Asv1218	1	0	0	38	32	0	37	0	3	0	0	0	2	0	25	19	78	82	0	46	0	2	1	3
Asv1219	1	12	6	39	40	0	65	0	0	1	1	6	0	7	12	16	25	34	4	54	14	0	13	2
Asv122	199	116	64	218	253	190	116	135	176	59	82	99	184	70	76	114	59	56	122	76	145	321	169	194
Asv1220	14	32	15	18	14	9	7	3	9	22	5	27	9	25	8	8	7	8	25	10	39	19	43	18
Asv1221	46	23	14	7	8	36	11	24	34	12	11	17	17	16	16	12	8	4	29	4	15	51	10	30
Asv1222	0	2	0	51	55	0	58	1	1	0	0	1	2	0	50	38	40	51	2	52	2	1	1	0
Asv1223	28	28	19	2	0	32	1	16	22	21	13	26	19	12	2	3	1	0	33	1	33	37	36	22
Asv1224	18	29	11	16	12	4	7	11	8	25	3	31	6	24	12	11	5	6	30	7	38	20	37	16
Asv1225	1	0	0	34	23	0	51	1	7	0	1	1	4	0	17	18	77	77	3	40	1	3	0	1
Asv1226	56	0	0	0	0	41	0	27	41	0	11	0	36	1	0	0	0	0	1	0	0	91	1	55
Asv1227	6	33	16	19	26	6	14	6	7	28	2	25	3	17	21	28	7	21	28	16	32	17	15	10
Asv1228	36	8	8	2	3	30	1	30	38	11	23	8	34	7	2	0	1	3	9	0	14	60	6	50
