OTU ID	SRR6286327	SRR6286328	SRR6286329	SRR6286330	SRR6286331	SRR6286332	SRR6286333	SRR6286334	SRR6286335	SRR6286336	SRR6286337	SRR6286338	SRR6286339	SRR6286340	SRR6286341	SRR6286342	SRR6286343	SRR6286344	SRR6286345	SRR6286346	SRR6286347	SRR6286348	SRR6286349	SRR6286350
Asv1229	0	19	19	0	0	0	0	0	0	56	0	71	0	45	0	1	1	0	91	0	50	0	22	0
Asv123	181	189	95	30	21	257	23	279	321	115	179	109	332	95	16	20	14	12	99	18	178	385	179	227
Asv1230	3	16	5	35	42	6	47	8	9	11	4	24	8	14	14	9	20	23	10	38	18	5	14	3
Asv1231	43	22	15	2	1	38	2	15	18	19	13	15	17	11	2	5	0	0	22	2	15	53	26	37
Asv1232	8	29	19	31	35	5	14	2	5	16	7	23	4	25	30	17	6	8	31	7	29	11	36	8
Asv1233	26	39	38	1	2	15	4	4	24	45	15	74	26	41	4	2	0	2	96	2	78	42	53	28
Asv1234	1	0	1	56	59	0	10	0	0	0	0	0	0	0	59	89	31	31	0	22	0	0	0	0
Asv1235	1	11	10	20	38	6	34	8	11	6	3	14	6	11	23	16	27	28	14	35	22	10	10	2
Asv1236	3	26	17	17	16	5	4	2	3	19	3	30	2	28	10	11	6	1	45	4	37	19	41	5
Asv1237	63	0	0	1	0	34	0	34	55	1	15	3	36	1	0	0	0	0	1	0	1	94	1	37
Asv1238	35	1	1	0	0	37	0	30	32	1	12	1	34	1	0	0	0	0	4	0	0	99	0	50
Asv1239	1	12	12	42	61	2	29	3	4	9	1	15	3	6	25	31	28	27	12	34	11	0	15	1
Asv124	196	130	76	54	58	188	27	174	257	140	126	150	205	122	45	63	58	80	221	28	124	401	111	282
Asv1240	0	2	0	51	53	0	52	0	0	0	0	0	0	0	50	44	29	49	0	48	0	1	0	0
Asv1241	47	0	0	1	0	37	0	27	42	0	14	1	41	1	0	0	0	1	2	0	1	96	0	51
Asv1242	26	2	5	0	0	15	0	26	32	27	14	51	34	18	0	0	0	0	46	0	19	25	13	11
Asv1243	29	28	11	1	2	24	0	13	11	17	4	15	19	13	4	2	1	1	21	0	26	37	35	25
Asv1244	18	17	8	12	5	26	17	12	21	16	18	22	34	17	9	4	3	7	18	13	32	20	32	11
Asv1245	1	25	8	55	51	1	35	1	4	6	1	15	3	6	20	15	21	29	14	38	18	1	17	1
Asv1246	5	51	30	6	5	4	1	3	1	21	2	47	1	29	2	6	0	2	45	2	55	3	67	2
Asv1247	2	39	20	16	14	4	8	1	4	23	3	24	3	19	9	4	8	8	30	9	41	7	33	0
Asv1248	59	2	0	0	0	47	0	33	69	3	18	3	35	0	0	0	0	0	4	0	4	52	0	34
Asv1249	22	27	13	12	12	6	11	2	9	17	7	28	13	15	18	12	4	9	24	5	37	23	25	20
Asv125	200	191	103	37	33	300	26	240	274	89	184	109	338	124	13	17	9	16	104	13	185	366	188	261
Asv1250	52	18	6	5	13	33	11	16	26	14	21	21	17	12	12	10	5	6	22	5	26	55	24	17
Asv1251	0	0	3	2	1	0	6	5	1	71	1	51	5	37	0	2	15	26	109	13	2	1	2	0
Asv1252	1	40	22	13	11	1	6	0	1	28	0	25	1	22	5	5	5	5	56	6	33	2	42	0
Asv1253	2	21	4	37	46	5	55	8	5	5	3	12	8	7	11	19	17	18	12	35	16	9	17	7
Asv1254	0	0	0	9	18	0	110	1	0	1	0	1	0	1	7	7	74	65	0	80	0	0	0	0
Asv1255	13	35	20	0	0	5	0	7	4	30	6	49	11	36	0	0	0	0	50	0	52	9	28	4
Asv1256	0	4	1	21	24	0	37	0	0	9	0	14	1	13	22	18	57	44	13	33	6	0	6	0
Asv1257	1	122	59	8	6	1	9	0	1	102	0	134	1	88	6	6	4	3	106	7	137	3	144	0
Asv1258	2	18	11	73	70	4	62	2	3	6	0	22	1	21	29	37	36	40	18	48	27	1	26	3
Asv1259	0	1	0	34	46	0	36	1	2	3	1	1	0	1	54	29	54	63	2	40	0	0	0	0
Asv126	197	174	99	36	34	170	39	130	178	147	106	276	175	177	20	14	31	19	265	42	253	270	230	178
Asv1260	0	42	24	12	13	4	3	0	1	24	0	37	1	32	2	6	5	5	43	6	46	2	53	0
Asv1261	32	0	0	0	0	32	0	46	60	0	19	0	48	0	0	0	0	0	1	0	0	69	0	50
Asv1262	0	1	1	35	37	0	65	0	0	0	0	6	0	1	18	22	46	52	3	48	2	0	2	0
Asv1263	0	0	1	24	11	0	78	1	0	1	0	3	0	5	11	16	54	69	3	75	0	0	1	0
Asv1264	7	34	13	7	8	3	6	0	6	33	1	34	3	18	5	10	2	4	44	2	40	14	50	7
Asv1265	0	18	13	0	0	0	0	0	0	60	0	53	0	49	0	0	0	0	97	0	19	0	29	0
Asv1266	0	0	0	20	19	0	78	0	0	1	0	2	1	4	16	13	40	58	7	94	0	0	0	0
Asv1267	11	27	12	16	19	13	18	12	14	16	12	21	13	12	6	6	10	14	19	21	42	10	34	7
Asv1268	1	2	0	0	1	0	2	42	92	24	45	25	73	5	1	0	1	2	21	2	0	2	1	1
Asv1269	8	28	20	9	7	6	2	2	5	35	3	25	6	18	10	10	7	5	42	2	36	13	40	9
Asv127	18	49	25	415	386	19	329	25	48	30	30	36	35	25	297	340	314	348	48	261	49	48	60	31
Asv1270	4	28	16	1	4	7	0	3	6	30	3	45	5	27	0	0	0	0	59	0	37	21	27	17
Asv1271	5	10	5	24	37	3	37	7	7	9	1	15	6	6	19	21	30	33	15	27	8	4	12	8
Asv1272	4	40	17	38	30	3	16	1	4	20	2	19	3	20	26	20	11	15	18	8	19	8	23	5
Asv1273	3	0	0	22	10	4	39	8	11	2	3	3	12	5	8	10	63	68	3	39	0	7	0	2
Asv1274	11	14	18	9	3	21	10	20	23	20	11	22	14	15	4	9	9	6	22	10	20	24	23	16
Asv1275	29	32	13	0	0	33	0	12	22	5	13	16	33	12	0	0	0	0	14	0	25	51	16	20
Asv1276	11	29	11	9	11	17	7	7	18	18	4	29	15	24	5	5	4	4	24	10	38	15	28	9
Asv1277	45	20	8	4	2	23	0	13	17	9	10	18	20	11	1	4	0	1	18	0	20	66	27	44
Asv1278	0	21	5	112	146	0	109	3	1	18	0	30	2	13	68	77	96	118	34	82	21	2	20	2
Asv1279	4	10	4	28	42	0	41	4	5	15	1	18	6	7	17	29	31	20	16	30	11	5	16	2
Asv128	140	216	105	15	14	174	9	192	244	161	102	161	229	125	14	9	15	11	231	12	219	360	246	237
Asv1280	7	56	25	3	3	7	3	6	9	36	2	48	5	22	1	0	2	0	27	0	51	14	40	9
Asv1281	0	1	0	66	48	0	53	0	0	0	0	0	0	0	45	42	40	39	0	38	0	0	0	0
Asv1282	0	24	20	20	22	3	19	2	2	20	0	28	5	21	25	25	17	21	28	14	24	3	36	3
Asv1283	0	3	2	30	24	0	39	1	1	8	0	17	0	13	21	25	54	47	17	34	6	1	6	0
Asv1284	6	22	10	13	5	11	4	7	13	30	7	19	6	15	11	5	6	6	29	2	32	21	32	3
Asv1285	1	48	18	9	8	0	5	0	2	26	0	35	2	24	10	7	2	11	56	0	34	2	26	2
Asv1286	37	16	12	1	2	19	2	18	17	19	9	14	18	21	1	5	2	0	17	0	31	40	23	28
Asv1287	0	7	2	51	46	0	47	9	9	9	3	11	5	8	16	26	26	30	14	48	12	0	9	1
Asv1288	7	25	21	17	10	3	3	2	5	21	4	31	2	14	13	10	1	7	47	4	41	25	30	10
Asv1289	33	15	3	4	3	26	2	19	10	20	10	16	14	14	8	7	1	5	18	0	16	46	14	36
Asv129	208	172	104	64	52	223	17	191	233	173	139	169	264	93	53	48	18	32	209	26	146	383	153	271
Asv1290	2	43	24	13	7	1	5	0	0	24	0	39	0	15	5	9	3	5	38	6	38	0	51	1
Asv1291	52	5	3	0	1	34	0	40	34	2	26	4	42	5	0	0	0	0	5	0	8	67	7	36
Asv1292	12	10	21	0	0	5	0	8	11	34	6	29	5	21	6	2	0	0	58	0	37	15	27	23
Asv1293	32	25	16	0	2	31	1	11	14	18	13	15	21	13	1	2	2	0	11	1	20	41	28	29
Asv1294	0	0	0	13	16	0	73	0	0	2	0	6	0	6	15	24	70	60	0	103	0	0	1	0
Asv1295	9	37	15	9	14	13	6	9	14	21	2	25	10	18	5	6	1	2	25	2	47	18	39	7
Asv1296	11	24	12	8	13	15	4	4	9	22	5	27	19	17	5	4	4	2	16	4	43	16	23	16
Asv1297	14	28	13	18	23	9	6	3	6	20	9	22	7	7	21	16	10	9	33	8	28	11	26	9
Asv1298	18	29	17	18	10	11	5	3	6	22	13	22	9	18	10	9	2	4	37	3	38	31	42	19
Asv1299	0	1	0	5	5	0	12	5	0	63	0	63	2	56	0	0	17	9	86	18	2	1	0	0
Asv13	557	380	237	0	0	688	1	513	845	394	349	481	650	375	0	0	0	0	706	1	438	1161	487	771
Asv130	176	232	124	26	32	218	3	149	240	194	144	197	275	102	30	12	8	9	184	11	209	337	236	230
Asv1300	8	31	16	1	0	6	0	7	10	37	2	26	12	27	0	0	1	1	38	1	35	21	35	13
Asv1301	25	21	16	4	3	19	1	16	22	18	10	20	23	15	1	0	1	0	21	1	29	28	34	22
Asv1302	8	30	15	6	3	15	5	9	11	19	3	18	12	27	5	7	3	7	31	3	21	20	36	12
Asv1303	11	17	11	7	7	8	7	18	13	23	9	21	26	8	6	4	2	9	25	5	33	31	31	19
Asv1304	12	32	21	0	0	8	0	7	9	28	3	31	7	28	0	0	0	0	62	0	32	12	20	11
Asv1305	39	0	0	1	0	43	0	26	29	0	13	1	39	2	0	0	0	0	4	0	2	106	1	40
Asv1306	4	37	25	0	1	2	0	5	5	20	3	45	4	33	1	0	0	0	45	0	53	4	36	3
Asv1307	1	8	7	48	48	2	33	2	0	4	0	14	4	10	23	27	18	17	16	26	16	2	28	1
Asv1308	6	28	11	9	10	7	1	6	6	30	1	25	9	18	9	11	4	5	45	8	30	19	33	7
Asv1309	3	25	24	7	3	4	4	2	4	29	0	43	3	24	0	5	3	3	47	6	34	5	34	1
Asv131	235	155	101	67	58	232	28	171	238	153	177	164	240	91	42	36	18	29	185	28	191	349	176	221
Asv1310	0	8	7	37	43	1	38	4	9	9	2	9	6	7	27	27	27	39	6	39	6	0	9	0
Asv1311	3	0	0	15	16	1	51	6	12	5	4	2	9	2	5	12	59	62	5	44	1	5	1	4
Asv1312	0	0	0	30	38	0	36	1	1	0	1	0	1	0	45	32	56	49	0	33	1	0	0	0
Asv1313	27	28	10	1	0	23	1	18	20	10	15	21	26	15	0	0	0	0	15	1	35	30	25	19
Asv1314	28	23	5	0	0	19	0	25	23	13	18	12	34	21	0	0	0	0	13	0	15	44	21	24
Asv1315	2	48	20	6	15	8	3	7	7	21	3	29	2	20	4	11	7	3	29	2	30	4	41	6
Asv1316	1	0	0	144	126	0	26	0	0	2	1	0	0	1	99	132	65	68	0	37	0	2	1	0
Asv1317	7	19	12	17	7	13	18	16	18	12	11	17	24	13	3	3	3	7	12	11	22	17	31	17
Asv1318	23	0	0	0	0	21	0	46	64	0	18	0	36	0	0	0	0	0	0	0	0	51	0	29
Asv1319	3	22	21	0	0	2	0	3	8	41	2	39	6	34	0	0	0	0	47	0	39	6	25	7
Asv132	1	11	3	394	473	1	531	19	18	13	16	19	22	9	292	265	271	269	17	459	11	0	9	3
Asv1320	29	23	11	5	11	14	2	9	9	15	6	26	13	20	8	3	1	2	40	2	35	29	22	11
Asv1321	38	24	13	1	2	26	0	6	20	13	11	10	18	13	3	2	1	0	20	0	21	57	19	44
Asv1322	5	34	16	0	0	2	0	5	7	49	0	43	3	44	2	0	1	3	69	0	24	3	38	2
Asv1323	32	19	21	11	14	19	7	5	6	17	2	22	8	20	12	8	6	8	31	4	48	19	39	15
Asv1324	37	0	0	0	0	35	0	36	36	0	30	0	52	0	0	0	0	0	0	0	0	60	0	33
Asv1325	9	28	8	7	9	17	13	20	20	16	13	19	23	8	3	4	1	2	13	7	30	12	24	12
Asv1326	9	45	13	15	8	7	3	3	5	23	3	31	9	24	3	7	3	3	39	2	30	10	39	5
Asv1327	0	9	7	43	38	0	50	3	1	2	0	3	1	5	24	20	26	49	3	47	14	0	12	0
Asv1328	26	13	8	8	8	24	4	10	11	11	7	10	16	21	0	4	2	2	19	2	23	48	20	26
Asv1329	22	15	12	11	5	34	6	13	15	13	14	17	32	10	7	12	6	11	17	6	26	55	20	35
Asv133	162	107	74	62	50	156	27	147	258	138	95	96	205	126	35	43	53	58	231	40	111	381	115	277
Asv1330	0	14	6	44	40	2	25	1	1	8	3	5	3	10	14	27	31	24	13	32	10	3	19	0
Asv1331	19	9	13	0	0	16	0	18	25	30	10	32	24	12	0	0	0	0	42	0	14	28	10	11
Asv1332	23	25	24	1	0	15	0	6	8	41	3	24	5	14	3	0	1	0	30	0	29	28	24	19
Asv1333	0	0	0	25	17	0	68	4	0	2	0	0	0	1	21	19	49	69	3	51	1	0	0	3
Asv1334	37	28	14	1	2	24	0	5	11	9	10	11	19	12	0	1	1	2	16	0	29	36	32	26
Asv1335	0	3	1	30	44	1	48	3	7	3	2	4	3	2	36	31	41	27	6	49	6	0	1	0
Asv1336	16	22	13	0	1	9	2	3	11	31	4	28	14	23	0	1	2	0	54	0	32	21	29	17
Asv1337	0	35	16	0	0	3	2	2	6	53	1	31	2	40	0	1	1	0	84	1	29	1	34	3
Asv1338	7	3	5	50	28	5	12	1	6	1	1	4	4	2	46	49	32	24	5	21	4	10	2	10
Asv1339	30	31	17	1	9	25	2	9	11	19	10	17	12	19	2	3	1	1	20	2	33	22	34	22
Asv134	175	163	77	25	25	272	22	246	305	117	158	118	321	66	9	15	13	10	96	15	158	348	166	228
Asv1340	0	0	1	40	41	0	57	0	0	0	0	2	0	0	26	30	35	38	0	48	0	0	1	0
Asv1341	0	0	0	11	12	0	59	0	0	0	0	0	1	0	17	12	91	114	0	55	0	0	0	0
Asv1342	27	10	6	6	4	16	12	21	27	8	13	13	28	7	6	3	5	11	9	6	7	58	9	33
Asv1343	8	38	12	0	0	3	0	4	5	25	4	30	5	22	0	0	0	0	44	0	42	16	31	8
Asv1344	1	33	20	7	12	0	9	0	0	25	0	29	0	27	3	5	3	5	43	9	46	1	36	2
Asv1345	0	3	6	60	67	0	36	0	0	4	0	0	0	2	39	30	29	23	3	29	7	1	8	0
Asv1346	3	36	15	9	15	7	1	3	4	16	3	39	1	31	7	4	2	5	33	4	43	11	39	1
Asv1347	26	0	0	0	0	30	0	38	51	0	20	0	55	0	0	0	0	0	0	0	0	53	0	30
Asv1348	5	32	7	17	21	11	15	8	15	6	6	13	20	14	10	10	11	13	18	20	23	14	32	17
Asv1349	0	3	0	33	46	0	42	0	0	3	0	2	0	3	30	13	29	41	8	36	9	0	2	0
Asv135	16	47	30	356	341	27	234	30	38	41	26	26	35	19	315	419	288	365	52	250	55	50	37	36
Asv1350	25	20	12	4	5	28	0	20	24	16	14	19	23	16	0	0	1	3	22	0	21	34	27	23
Asv1351	31	16	8	3	0	21	1	15	17	15	5	17	17	9	1	0	2	2	15	4	19	51	16	41
Asv1352	0	0	0	40	25	0	54	1	0	2	0	0	0	0	17	21	53	60	0	52	0	1	0	0
Asv1353	11	27	13	9	11	10	2	7	10	17	3	32	6	27	9	7	3	4	39	1	45	20	44	9
Asv1354	0	23	11	0	0	0	0	0	0	59	0	55	0	44	0	0	1	0	81	0	21	0	26	0
Asv1355	15	34	9	0	0	22	0	19	21	12	12	26	16	10	0	0	1	0	15	0	28	24	28	12
Asv1356	20	18	9	3	1	37	2	12	20	23	10	20	20	9	1	1	0	2	21	0	21	49	29	25
Asv1357	29	0	2	1	0	42	0	23	43	0	9	0	36	1	0	0	0	0	2	0	0	79	1	45
Asv1358	26	24	19	2	4	34	2	31	27	32	22	26	36	25	0	2	2	1	27	0	36	61	31	47
Asv1359	27	0	0	0	0	25	0	41	53	0	18	0	51	0	0	0	0	0	0	0	0	55	0	27
Asv136	215	215	129	57	40	299	41	281	364	143	182	171	349	132	33	29	33	27	157	40	240	412	229	242
Asv1360	1	0	0	23	32	0	67	0	0	0	0	0	1	0	22	22	50	53	0	57	0	0	1	0
Asv1361	1	2	1	15	16	3	54	14	7	4	6	9	17	5	0	9	30	30	2	44	0	3	0	1
Asv1362	13	7	5	0	0	8	0	30	31	35	21	30	20	17	0	0	0	0	44	0	14	23	9	15
Asv1363	68	0	0	4	4	18	1	22	36	0	17	0	32	1	1	1	3	4	2	2	1	46	0	39
Asv1364	5	1	0	13	16	2	54	13	7	4	4	2	16	3	3	15	37	46	6	36	0	8	2	4
Asv1365	49	56	19	10	11	42	10	26	22	38	13	45	30	31	6	7	2	5	53	1	56	58	63	31
Asv1366	36	0	0	0	0	40	2	24	28	0	10	1	24	0	0	0	0	0	0	0	0	76	0	51
Asv1367	49	15	12	6	15	37	5	19	18	6	15	15	30	12	7	9	6	1	10	8	17	39	24	29
Asv1368	47	0	0	0	0	31	0	25	26	2	8	0	24	1	0	0	0	1	2	0	0	76	1	55
Asv1369	10	15	10	0	0	15	0	18	24	29	20	36	27	17	0	0	0	0	32	0	18	19	8	22
Asv137	25	42	16	401	444	26	327	29	43	34	21	43	44	42	250	241	218	270	37	299	38	45	55	36
Asv1370	1	33	12	7	13	0	19	2	4	16	0	27	5	18	10	8	15	22	24	22	26	2	16	2
Asv1371	20	19	14	1	0	25	1	14	28	20	10	23	18	15	2	1	0	0	20	0	17	36	25	18
Asv1372	82	44	16	2	5	39	0	20	29	18	23	28	23	19	1	4	1	1	35	1	55	90	47	57
Asv1373	27	2	0	0	0	24	0	38	48	0	19	2	38	0	0	0	0	0	1	0	1	60	0	32
Asv1374	37	0	0	0	0	24	0	26	32	0	7	1	31	0	0	0	0	0	2	0	0	90	1	44
Asv1375	0	4	1	28	22	0	60	0	1	14	1	14	0	11	9	16	40	34	11	41	11	1	6	0
Asv1376	24	21	11	4	1	17	1	15	12	13	8	10	22	15	1	3	0	0	21	1	13	42	29	35
Asv1377	14	25	7	7	6	12	8	17	21	18	17	25	17	12	3	4	1	2	25	7	17	16	35	11
Asv1378	31	0	1	0	0	29	0	41	36	0	25	0	46	0	0	0	0	0	0	0	0	55	0	47
Asv1379	3	26	10	14	12	2	20	0	0	17	1	21	1	18	12	10	6	11	26	25	38	0	24	0
Asv138	29	59	20	420	477	33	345	26	53	24	17	48	28	40	175	202	186	195	33	334	61	42	60	25
Asv1380	0	1	3	0	1	0	10	3	1	63	0	55	6	41	1	0	9	15	80	17	1	0	0	0
Asv1381	0	3	0	2	3	0	11	2	2	56	2	46	5	39	1	0	7	10	86	11	2	0	2	0
Asv1382	15	28	8	0	3	26	0	12	15	28	10	20	12	15	1	2	1	0	22	0	20	23	23	27
Asv1383	0	2	0	25	27	5	41	5	11	1	1	6	2	6	11	12	27	30	3	52	2	1	4	0
Asv1384	44	15	4	8	9	27	3	25	25	15	10	15	23	17	14	3	6	4	17	3	24	41	18	34
Asv1385	17	32	15	0	1	16	2	4	12	26	8	39	7	17	0	0	0	0	26	0	32	17	35	11
Asv1386	22	19	10	2	2	19	0	16	13	17	9	10	11	16	3	1	0	5	21	3	18	44	9	31
Asv1387	8	13	6	34	44	5	9	11	4	10	5	17	8	5	21	22	3	4	15	5	12	19	20	5
Asv1388	6	20	17	4	20	6	4	1	11	19	1	24	4	12	12	9	7	9	31	4	29	9	22	10
Asv1389	35	21	12	13	9	11	3	3	11	12	11	17	5	16	5	8	5	2	17	8	23	20	23	12
Asv139	164	205	114	31	27	224	10	188	220	146	129	158	247	101	16	12	6	10	197	10	221	343	225	198
Asv1390	8	34	18	0	0	6	0	6	8	26	7	47	16	29	0	0	0	0	58	0	22	10	24	8
Asv1391	13	30	19	21	9	13	9	3	5	8	4	22	8	15	8	5	4	1	19	10	32	16	25	12
Asv1392	0	4	3	36	32	0	28	1	2	3	0	6	1	9	27	36	30	22	7	41	8	2	8	0
Asv1393	25	0	1	0	0	25	0	34	32	0	13	0	43	0	0	0	0	0	0	0	0	70	0	36
Asv1394	0	1	0	19	27	0	45	0	0	1	0	1	1	1	19	24	51	55	7	44	1	0	2	0
Asv1395	28	15	12	2	3	20	0	20	24	18	14	16	22	11	2	1	0	1	16	0	27	33	25	15
Asv1396	2	16	5	16	21	3	28	8	2	7	6	7	8	7	20	21	28	27	10	20	7	8	11	4
Asv1397	9	25	10	10	4	8	4	13	12	22	8	27	11	15	4	5	1	5	29	3	20	25	17	17
Asv1398	1	1	1	43	58	0	65	4	0	1	3	2	0	0	30	36	42	46	0	49	1	0	3	1
Asv1399	8	31	9	14	20	9	21	6	13	8	8	16	21	10	17	11	14	22	16	20	33	16	24	6
Asv14	377	651	353	117	122	480	41	426	574	559	294	630	542	411	77	72	53	39	717	63	650	738	664	488
Asv140	0	0	0	291	469	0	585	0	0	0	1	2	2	0	270	250	276	313	3	479	2	0	1	0
Asv1400	15	23	8	0	0	20	0	10	19	11	9	16	15	11	0	0	0	0	26	0	17	31	18	30
Asv1401	10	11	6	3	2	10	9	10	22	29	14	21	24	14	1	2	5	2	30	7	20	16	20	11
Asv1402	0	2	2	19	14	0	44	0	0	3	0	5	0	1	28	32	61	52	7	45	2	0	2	0
Asv1403	0	29	24	6	7	0	2	2	2	26	3	34	3	19	0	2	2	2	37	4	33	5	33	3
Asv1404	21	18	17	1	0	10	1	8	7	22	7	24	11	25	0	1	0	0	44	0	35	20	31	10
Asv1405	6	22	8	15	16	10	18	18	15	8	4	21	17	11	12	12	12	16	16	16	26	13	19	5
Asv1406	1	3	6	41	48	0	45	6	9	11	1	10	7	5	23	19	32	42	13	43	4	0	5	2
Asv1407	0	40	13	14	3	2	1	1	0	24	1	30	1	20	2	6	3	1	31	4	42	0	38	0
Asv1408	48	22	6	2	1	24	1	7	8	15	6	12	14	7	0	1	1	0	19	0	18	45	21	32
Asv1409	26	0	0	0	0	22	0	30	46	0	31	0	37	0	0	0	0	0	0	0	0	51	0	44
Asv141	0	0	0	257	429	0	465	0	2	1	1	0	0	2	402	284	345	376	3	413	0	0	0	0
Asv1410	0	11	6	38	36	2	24	0	1	14	0	15	0	8	8	20	21	24	8	26	12	0	18	1
Asv1411	30	11	6	8	3	29	1	12	14	13	9	17	17	10	7	8	3	2	18	2	18	28	17	21
Asv1412	37	15	9	9	15	16	5	13	21	10	8	19	22	12	8	7	3	5	24	6	22	35	13	24
Asv1413	9	21	18	3	5	19	2	15	15	22	17	17	23	10	2	1	4	1	21	1	23	34	18	24
Asv1414	0	0	0	10	18	0	94	1	0	1	0	0	0	0	6	7	50	48	1	85	1	0	0	0
Asv1415	0	62	17	0	0	3	0	1	1	19	0	18	1	23	0	1	0	0	31	0	48	3	39	1
Asv1416	32	10	11	6	12	17	9	10	19	21	11	19	28	11	12	9	1	7	16	8	22	39	16	22
Asv1417	26	6	5	0	0	12	0	20	28	25	20	28	24	12	0	0	0	0	24	0	18	26	12	16
Asv1418	0	29	24	12	6	2	5	0	0	25	2	35	0	16	4	4	2	4	48	0	30	0	29	1
Asv1419	5	18	12	9	15	8	17	16	18	12	5	13	13	8	10	7	11	9	10	15	22	12	24	11
Asv142	135	202	82	13	16	154	11	171	222	177	80	169	205	141	9	15	5	8	249	5	200	335	173	204
Asv1420	0	4	1	15	20	1	35	1	0	9	0	8	0	5	25	25	42	39	16	25	8	0	6	0
Asv1421	3	15	19	12	10	5	5	3	1	26	0	23	6	14	4	18	5	5	35	3	34	4	32	4
Asv1422	24	4	3	4	7	29	11	29	23	6	14	9	21	5	5	8	8	13	15	6	5	47	15	29
Asv1423	34	13	9	0	1	16	0	6	19	10	7	6	10	8	6	1	1	0	10	3	17	40	14	29
Asv1424	18	32	18	1	0	12	0	2	8	19	6	25	6	22	0	1	0	0	27	0	22	16	29	12
Asv1425	47	36	19	6	5	43	2	27	49	37	23	37	29	24	3	4	4	1	42	2	56	77	35	45
Asv1426	25	28	7	1	1	30	0	16	15	13	15	18	21	14	0	3	0	0	13	0	29	23	25	17
Asv1427	7	17	6	10	5	8	8	13	23	11	6	14	24	9	2	7	7	5	22	6	19	27	19	14
Asv1428	1	27	18	10	7	0	0	0	1	29	0	18	1	16	7	1	3	2	54	7	37	1	40	2
Asv1429	38	3	6	0	0	51	0	30	29	1	17	2	43	3	0	1	0	1	5	0	2	53	5	32
Asv143	236	273	133	30	40	276	19	222	264	192	174	197	305	140	23	26	10	3	233	17	296	360	283	244
Asv1430	0	2	1	36	49	0	41	0	0	3	1	7	0	1	12	11	29	33	6	31	7	1	4	0
Asv1431	21	15	11	5	4	20	6	21	11	14	11	13	21	15	13	8	8	6	20	3	13	45	14	31
Asv1432	0	6	2	34	19	0	32	0	0	1	0	3	0	2	23	22	44	49	3	42	7	0	4	0
Asv1433	21	4	2	0	0	12	0	20	26	26	10	20	16	17	0	0	0	0	47	0	9	22	10	18
Asv1434	0	5	1	63	56	2	34	0	0	2	0	5	0	1	21	24	20	23	3	30	6	0	7	1
Asv1435	0	1	0	22	18	0	49	0	1	3	0	3	2	0	10	21	51	57	2	52	0	0	2	0
Asv1436	12	0	0	0	0	25	0	27	52	0	22	0	44	0	0	0	0	0	1	0	0	47	0	46
Asv1437	12	30	12	15	3	6	9	3	3	15	3	10	10	11	14	13	8	9	18	6	29	12	25	12
Asv1438	11	23	11	2	1	3	1	7	22	22	3	35	8	19	1	3	0	0	32	0	35	15	27	14
Asv1439	26	16	11	1	1	21	3	11	14	14	15	17	12	11	0	1	1	1	18	0	28	26	21	25
Asv144	111	137	101	95	99	148	55	86	144	144	84	141	127	107	64	102	59	62	234	48	151	269	142	183
Asv1440	0	5	2	29	21	0	35	0	0	1	0	1	0	1	26	12	51	46	2	22	1	0	2	0
Asv1441	5	21	16	2	2	17	2	6	5	24	2	37	9	11	1	0	0	1	50	0	35	13	26	13
Asv1442	22	21	10	1	1	17	0	16	20	20	15	21	18	6	1	1	0	0	12	0	26	31	16	16
Asv1443	1	0	0	23	27	5	44	12	11	4	6	6	13	5	4	5	39	32	8	32	2	4	0	3
Asv1444	3	30	12	13	8	1	4	3	5	17	1	23	6	11	2	8	2	3	28	0	38	10	42	4
Asv1445	5	7	9	34	32	10	3	9	8	13	3	8	6	7	36	34	5	8	14	12	18	12	16	8
Asv1446	13	27	6	2	0	11	0	5	8	28	5	23	9	18	1	0	0	0	23	3	27	21	30	17
Asv1447	1	1	1	21	27	0	37	7	6	6	8	8	8	2	12	10	41	46	7	28	4	4	1	2
Asv1448	0	0	0	40	41	0	46	0	0	1	0	1	0	1	18	20	27	33	1	42	1	1	1	0
Asv1449	1	30	12	12	9	2	5	4	1	25	3	16	3	14	8	11	7	17	27	8	26	2	21	6
Asv145	15	247	173	179	182	16	163	11	22	179	9	296	31	216	68	70	58	74	228	107	357	23	331	17
Asv1450	29	23	19	1	0	20	0	17	22	13	10	20	16	14	1	0	2	3	19	0	30	23	22	23
Asv1451	3	23	11	21	18	3	5	5	3	20	2	15	4	9	21	18	5	10	25	8	15	8	20	6
Asv1452	28	5	4	0	0	40	0	20	23	6	25	1	35	1	0	0	0	0	7	0	2	70	8	35
Asv1453	0	8	3	33	23	0	30	1	0	3	2	5	0	3	24	17	26	38	6	35	12	1	11	0
Asv1454	1	10	4	29	31	1	42	2	2	4	0	5	1	3	8	10	18	35	7	46	10	0	7	0
Asv1455	8	22	8	8	11	9	1	9	8	15	6	17	10	24	7	4	3	2	26	1	33	15	17	13
Asv1456	37	18	11	9	13	17	10	25	18	5	3	6	10	10	8	5	4	3	12	3	9	37	22	34
Asv1457	0	0	0	28	37	1	77	2	1	4	1	5	4	2	17	29	64	70	7	99	0	0	1	0
Asv1458	16	36	10	15	18	19	5	18	14	21	8	26	16	31	11	4	4	5	45	6	43	28	67	22
Asv1459	6	26	8	9	10	16	4	1	8	23	3	13	12	12	8	2	4	2	27	11	28	13	31	7
