ASV	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
Asv1032	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1033	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1034	Bacteria	Bacteroidetes						
Asv1030	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv1035	Bacteria	Actinobacteria	Actinobacteria					
Asv1036	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1037	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv1039	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1040	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1041	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1042	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1043	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1045	Bacteria	Actinobacteria						
Asv1046	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1044	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1038	Bacteria	Actinobacteria	Actinobacteria					
Asv1047	Bacteria	Actinobacteria	Actinobacteria					
Asv1048	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1049	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1052	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1051	Bacteria	Actinobacteria	Actinobacteria					
Asv1053	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1054	Bacteria	Bacteroidetes						
Asv1055	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv1056	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1050	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1058	Bacteria	Actinobacteria	Actinobacteria					
Asv1057	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1059	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv1061	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1062	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1063	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1064	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1065	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1060	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1066	Bacteria	Actinobacteria						
Asv1067	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1068	Bacteria	Bacteroidetes						
Asv1070	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1071	Bacteria	Actinobacteria						
Asv1072	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1073	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1069	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1074	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv1075	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1076	Bacteria	Actinobacteria	Actinobacteria					
Asv1078	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1079	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv1080	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1077	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1081	Bacteria							
Asv1082	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1083	Bacteria	Actinobacteria	Actinobacteria					
Asv1086	Bacteria	Actinobacteria	Actinobacteria					
Asv1085	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1087	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1088	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales				
Asv1089	Bacteria	Actinobacteria						
Asv1084	Bacteria	Actinobacteria						
Asv1090	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1092	Bacteria	Actinobacteria	Actinobacteria					
Asv1091	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv1094	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1095	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1096	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1097	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1093	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1098	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1100	Bacteria	Actinobacteria	Actinobacteria					
Asv1099	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1102	Bacteria	Bacteroidetes						
Asv1103	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv1104	Bacteria	Actinobacteria	Actinobacteria					
Asv1105	Bacteria	Actinobacteria	Actinobacteria					
Asv1101	Bacteria	Actinobacteria	Actinobacteria					
Asv1106	Bacteria	Actinobacteria	Actinobacteria					
Asv1108	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1107	Bacteria	Cyanobacteria						
Asv1110	Bacteria	Actinobacteria	Actinobacteria					
Asv1111	Bacteria	Cyanobacteria						
Asv1112	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1113	Bacteria	Actinobacteria	Actinobacteria					
Asv1114	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1116	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae			
Asv1115	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv1109	Bacteria	Cyanobacteria						
Asv1118	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1119	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1117	Bacteria							
Asv1121	Bacteria	Actinobacteria	Actinobacteria					
Asv1122	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1123	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1124	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1120	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1126	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1125	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1127	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1130	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1129	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1131	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv1132	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1128	Bacteria	Cyanobacteria						
Asv1133	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1134	Bacteria	Actinobacteria	Actinobacteria					
Asv1135	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1137	Bacteria	Bacteroidetes						
Asv1138	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1139	Bacteria	Cyanobacteria						
Asv1136	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1140	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1141	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1142	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1144	Bacteria	Actinobacteria	Actinobacteria					
Asv1145	Bacteria	Actinobacteria						
Asv1147	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1148	Bacteria	Actinobacteria	Actinobacteria					
Asv1143	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae			
Asv1146	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1149	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1152	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1153	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv1154	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1155	Bacteria	Bacteroidetes						
Asv1151	Bacteria	Actinobacteria	Actinobacteria					
Asv1157	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1156	Bacteria	Actinobacteria						
Asv1158	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv1160	Bacteria	Actinobacteria	Actinobacteria					
Asv1161	Bacteria	Bacteroidetes						
Asv1162	Bacteria	Proteobacteria						
Asv1159	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1164	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae				
Asv1163	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv1165	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv1167	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1166	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1168	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1169	Bacteria	Proteobacteria						
Asv1170	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1173	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1172	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1174	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1171	Bacteria	Actinobacteria	Actinobacteria					
Asv1175	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv1176	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv1177	Bacteria	Cyanobacteria						
Asv1180	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1181	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1179	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1182	Bacteria	Cyanobacteria						
Asv1178	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1184	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1183	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae				
Asv1185	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1187	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1188	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1189	Bacteria	Cyanobacteria						
Asv1186	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1191	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1190	Bacteria	Bacteroidetes						
Asv1192	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1195	Bacteria	Actinobacteria	Actinobacteria					
Asv1194	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1196	Bacteria	Cyanobacteria						
Asv1197	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1193	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1198	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1200	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1199	Bacteria	Cyanobacteria						
Asv1202	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv1201	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1203	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1204	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1205	Bacteria							
Asv1208	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1207	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1209	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1206	Bacteria	Actinobacteria	Actinobacteria					
Asv1212	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1210	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv1211	Bacteria	Actinobacteria	Actinobacteria					
Asv1214	Bacteria	Bacteroidetes						
Asv1215	Bacteria	Cyanobacteria						
Asv1216	Bacteria	Bacteroidetes						
Asv1218	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv1213	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1219	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1217	Bacteria	Cyanobacteria						
Asv1220	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1222	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1223	Bacteria	Actinobacteria	Actinobacteria					
Asv1224	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1226	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1225	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv1221	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1227	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1228	Bacteria	Actinobacteria	Actinobacteria					
Asv1231	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1229	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1232	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1230	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1234	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1233	Bacteria	Bacteroidetes						
Asv1235	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1237	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1238	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1239	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1240	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1241	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1236	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1242	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1243	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1244	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1246	Bacteria	Actinobacteria	Actinobacteria					
Asv1247	Bacteria	Actinobacteria						
Asv1248	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv1249	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1245	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1250	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1252	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1251	Bacteria	Cyanobacteria						
Asv1254	Bacteria	Cyanobacteria						
Asv1255	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv1256	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv1257	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1253	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1258	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1259	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1260	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1263	Bacteria	Cyanobacteria						
Asv1262	Bacteria							
Asv1264	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1266	Bacteria	Cyanobacteria						
Asv1261	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1265	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1267	Bacteria	Actinobacteria	Actinobacteria					
Asv1268	Bacteria	Cyanobacteria						
Asv1270	Bacteria	Bacteroidetes						
Asv1271	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1272	Bacteria	Actinobacteria	Actinobacteria					
Asv1273	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1274	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1269	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1275	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1276	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1277	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv1279	Bacteria	Actinobacteria	Acidimicrobiia					
Asv1280	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1281	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1282	Bacteria	Actinobacteria						
Asv1278	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv1283	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv1284	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1285	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1287	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1288	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1289	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1290	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1291	Bacteria	Actinobacteria	Actinobacteria					
Asv1286	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1292	Bacteria	Bacteroidetes						
Asv1294	Bacteria	Cyanobacteria						
Asv1293	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1297	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1296	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1298	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1295	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1300	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1301	Bacteria	Actinobacteria	Actinobacteria					
Asv1299	Bacteria	Cyanobacteria						
Asv1303	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1304	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv1305	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1306	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv1307	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1302	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1308	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1310	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1309	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1312	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1313	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1311	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1315	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1314	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1316	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1317	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1319	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv1321	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1320	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1322	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv1318	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv1323	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1324	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1325	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1327	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1328	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1329	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1326	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1331	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1330	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1332	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1334	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1336	Bacteria	Bacteroidetes						
Asv1338	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1337	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
